severity,category,tier,entity_type,entity_slug,entity_id,field,detail
WARNING,native-script-missing,tier1,master,simha,wwCpXq760NDqCnk7mu9p_,names:devanagari,School=indian-patriarchs expects a name in [devanagari] but no name contains characters in those ranges.
WARNING,native-script-missing,tier1,master,upagupta,Du2RzVK7ZHNqT3hHDDPwQ,names:devanagari,School=indian-patriarchs expects a name in [devanagari] but no name contains characters in those ranges.
WARNING,native-script-missing,tier1,master,vasasita,pSb9_Qob0HVVHAJ9ofchR,names:devanagari,School=indian-patriarchs expects a name in [devanagari] but no name contains characters in those ranges.
WARNING,native-script-missing,tier1,master,vasubandhu,UrW-WoQSXfuZ_BI68riTM,names:devanagari,School=indian-patriarchs expects a name in [devanagari] but no name contains characters in those ranges.
WARNING,native-script-missing,tier1,master,vasumitra,XrxqdmN0CWreWdHqvkO67,names:devanagari,School=indian-patriarchs expects a name in [devanagari] but no name contains characters in those ranges.
WARNING,native-script-missing,tier1,master,yunyan-tansheng,QOda3cU5XErQnAadR7KXd,names:cjk,School=qingyuan-line expects a name in [cjk] but no name contains characters in those ranges.
WARNING,teaching-unattributed,,teaching,proverb-all-know-the-way,BqpZEpx6nsBcw6Jzzcqpm,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-arrow-left-bow,4H6BWBnzUpgrPfiXy_9yh,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-bamboo-forest-dense,VB_LJCue_mUb4rkqUFIEW,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-bamboo-shadows,LDmYwyu6zq9n5pu6ADPeM,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-before-bell-rings,RjdD1PYMWxpdFys7rBayt,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-blue-mountains,wHHm-SkT2IGc_Ik3JMMVg,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-cast-off-realized,5BsNMFQ50OYOIfbA-njXz,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-clear-water-bottom,n6p_LQiibf-tht2PvyZyJ,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-clouds-come-and-go,1wDYk4XV21M-9opPp6hFJ,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-drink-tea-slowly,PvBpueFPwxCHr6JziXIA3,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-drinks-water-knows,RWt8WPvCRAAKMlsVIrAVc,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-entering-the-forest,MiwnBnhkMeT23V8NvHruF,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-fall-seven-times,9KAGtzcuC0xRGrGj2Lygz,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-frog-in-well,teTPEmJ0N9fuzT_IKcbpp,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-great-path-no-gate,XwTbKXhzTK-YCoaHNj5bS,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-hundred-foot-pole,npJfU8G_ZrCHpGs0RNG8e,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-inch-of-time,Op0dt17YJbED_clsDsDDN,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-iron-tree-blooms,NBWqxOjwUWKiMjXi6mNvA,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-knock-on-sky,g0peKvFIA73jMrQfgOJXf,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-landscape-of-spring,X4wA9BmHvYKABucMCNhfQ,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-lotus-muddy-water,YAYXrKlIYaCPLAny4Dlvr,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-moon-not-think-reflected,1bD6xyIzweUZWgE9lPMJI,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-moon-river-wind-pines,uEP9YHa4E3dJk-nMbg_-Y,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-move-way-will-open,HMuPs_AlZFtbFpYcFn8xh,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-not-twice-this-day,eIfdrsdgB4lbJymWa9pNl,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-plunge-into-poison,IcB9JXYph1UirjZBliM4C,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-put-heart-at-rest,sDkOkxmLvRLZsVsppVT52,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-return-to-root,5LNNbtmlZWhU8QMqDEYug,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-reverse-side,qBjTKG218fsYOZmXHmITc,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-ride-horse-sword-edge,2J1Sz2t1hIZ1kiQuIa177,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-scoop-up-water,cvOywsu5QJkT8r0xEc8-q,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-sheet-of-paper,5Vn3VPSXAktZxCkAreflm,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-single-leaf-falls,fBWSDUQrzQohTCP2fx1h5,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-sitting-quietly-not-waiting,GG5aXJ8-BdEBOx_q9k6hx,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-snow-plum-tree,zjNhvrd1HLh1pxG-nWlT2,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-spring-rain-soaks,uS50Dk6zUOiuBIaOTUPWx,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-student-ready-teacher,jv44AWheJJr6H1Fya72S7,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-thief-left-it-behind,N36RzdtUrIqRUwTcJiggY,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-thousand-mountains,i7BRqe4iFacwTJ0rzJgmC,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-vast-inane,mn0K-V2484m48gW0Z_fCa,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-wild-geese-reflection,Dxzqw0oaA7y8zNx05oSwG,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-wind-blows-river-flows,je0Ejd5vI5fkiMpcYnAWL,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-withered-stump-dragon,g1UfYtUULHfBYdE5uDVm3,,No author_id and no teaching_master_roles row. Who said this?
WARNING,teaching-unattributed,,teaching,proverb-withered-tree-flower,L4wz1ShEPnGhut20ORkFQ,,No author_id and no teaching_master_roles row. Who said this?
INFO,native-script-missing,other,master,baiyun-shouduan,O-M3m_XGgwVNBiKpNlzJ2,names:cjk,School=yangqi-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,baizan-monpon,NmK847RayDk0rz8gPlcC4,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,baizhang-niepan,2le5Q31xg5eULcmP6E7pN,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,bajiao-huiqing,Tm1rbdJAF98SEEdKOXmbZ,names:cjk,School=caodong expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,baling-haojian,MzsKL71HSAAVCzJred0Z3,names:cjk,School=yunmen expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,banryo-zenso,ofXVf88AgcjBjAQIdRQna,names:cjk,School=rinzai expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,baoci-xingyan,ZMXzHZ8MwtS8wtG_jQCRc,names:cjk,School=qingyuan-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,baoen-xuanze,oPsupmKZ_xN51oyqQdF0z,names:cjk,School=nanyue-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,baofeng-weizhao,OggSJsfxAwRhE2UUVas6g,names:cjk,School=guiyang expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,baofu-congzhan,GAlcbtrsjobgkFfMIAVh_,names:cjk,School=qingyuan-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,baoning-renyong,d22Ow-7bdbZI8jnr-Sfdf,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,baoshou-yanzhao,1SC2EPq9Yj9sLkPHvecSM,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,baotang-wuzhu,UohqYd8v_T7T_hsfoUDav,names:cjk,School=early-chan expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,bokuo-soun,MmEh0giNqQgCYsMnv834g,names:cjk,School=rinzai expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,brad-warner,KL36wkGII0wQV0C5iLi83,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,changfu-zhi,DCKhB3tkUhuXVX5_AqERp,names:cjk,School=qingyuan-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,changlu-qingliao,NDmJFm_-4hx3eBqReWXWS,names:cjk,School=caodong expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,changqing-huileng,X2ccK87D6xrnkZyp3yAtO,names:cjk,School=qingyuan-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,changsha-jingcen,qfbrxo8zivETGjePTga_s,names:cjk,School=caodong expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,changshui-zixuan,v6FVLPTyfT77cJEetS1I6,names:cjk,School=caodong expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,chengtian-chuanzong,HWwmjVp87R6TwGIfyzzDB,names:cjk,School=yunmen expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,chokoku-koen,Lbw4A4bPQgno9F25SOaaQ,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,chuanzi-decheng,V_8lJN6ppavunARmM0NLf,names:cjk,School=qingyuan-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,cizhou-faru,v9Enx95HWL-dRCYWpf3vC,names:cjk,School=early-chan expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,cuiwei-wuxue,1qhC-vJBtbBQ4Cs_DcLfQ,names:cjk,School=qingyuan-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,cuiyan-kezhen,NVstWHNNQBh7pgteVGtDn,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,cuiyan-lingcan,LLwCimIa1-v4zit4LjIo-,names:cjk,School=caodong expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,d-t-suzuki,a-mw6gpsR_a8VPTinpaIC,names:cjk,School=rinzai expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,daguang-juhui,TmI49DCAHKzONqKV8a1Ys,names:cjk,School=qingyuan-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,dagui-muzhe,_aaQkfq6Ay3kPKB2xV4pw,names:cjk,School=caodong expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,dahong-zuzheng,GsCXe4WfiV06Y4-TUjdKM,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,dahui-zonggao,BPzpMPUQxiKjZJ6mTBIPr,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,daiki-kyokan,GdlZI4mC-BJWlrRutxBfi,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,daishin-kan-yu,UXIrhkzCEgAaJIGUtsghb,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,damei-fachang,pK1ozC28fBtfV_A-zCIvr,names:cjk,School=nanyue-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,danxia-tianran,VkPTR1oW6Vohii5HAIgIR,names:cjk,School=qingyuan-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,danxia-zichun,Hy6NRtgSBVR82vh95RIsE,names:cjk,School=caodong expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,danyuan-yingzhen,iJ4NrYpW85olchICykpuy,names:cjk,School=qingyuan-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,daowu-yuanzhi,upu2QpQ9LlFN3T-gwWP01,names:cjk,School=qingyuan-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,dasui-fazhen,j-cIc9VMB17RIb8K_GRPi,names:cjk,School=nanyue-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,dayang-jingxuan,Vy7KG4Qzu-Xo8fQ7vz9Qs,names:cjk,School=caodong expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,dayu-shouzhi,JFPJEb3YvLpKb-Lqi6QCA,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,deshan-yuanmi,XjAKbIvgYgUOotD4gqWCV,names:cjk,School=caodong expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,dingzhou-shizang,iHhoBfvtLlnWeY2l8owiE,names:cjk,School=qingyuan-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,dongshan-shouchu,DuB_NWJfY_tzIKn62UjqY,names:cjk,School=nanyue-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,doushuai-congyue,f_mN_OO-KGU_OStG0WhDX,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,enjo-gikan,7BXng_a-inuYsUgogx043,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,etienne-mokusho-zeisler,gRxLrRlXmFidEMKEwCbSw,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,evelyne-eko-de-smedt,evelyne-eko-de-smedt,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,fengxian-daochen,B1apjWpWug3oIhTasx8c5,names:cjk,School=yunmen expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,fengxue-yanzhao,d55Lyv4WH6h4WZAM32p79,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,fenyang-shanzhao,cWJ5YHI20RtHiSRSlkjBm,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,foyan-qingyuan,_gqRy0igxACiZ1ZAcGt4c,names:cjk,School=yangqi-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,fuden-gentotsu,aGl-pgbWvFhOIti65cdiL,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,furong-daokai,dajjMBPqxOv2QAYg5_1da,names:cjk,School=caodong expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,fushan-fayuan,7oTDRnVmrmHfaS9TyTy5u,names:cjk,School=caodong expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,fuzan-shunki,sDu5QAyK-3k_LGDtI9A02,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,gaoan-dayu,0q3Qprk3B6N7TFdNLpOUu,names:cjk,School=yunmen expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,guannan-daochang,9p7AxxsAqoPi-TVU4ZnJj,names:cjk,School=caodong expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,guifeng-zongmi,lrQm0FV12JeahNnGpZqDX,names:cjk,School=early-chan expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,guishan-daan,zuqTzAdXzd8ExE41-U2ol,names:cjk,School=nanyue-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,guizong-cezhen,BvpqBTZAJBbk3n-mloCXt,names:cjk,School=qingyuan-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,guizong-zhichang,8rIBtQ2oTTybHN9lwOT-I,names:cjk,School=nanyue-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,gyakushitsu-sojun,v8tjFFdTSpFbJ2okDbOlH,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,hangzhou-tianlong,Gzki8G7Dmg5LUcyMtqlCF,names:cjk,School=guiyang expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,heshan-wuyin,YtkGkMWTv8Kv64k_KtCi7,names:cjk,School=yunmen expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,heze-shenhui,Y0knckXJi9kjRghDAvzgR,names:cjk,School=early-chan expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,hongzhi-zhengjue,XcZWOXq1P5YUGV8UKZXDN,names:cjk,School=caodong expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,huanglong-huiji,v5EyeUSr4kkYXdxVFIuTu,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,huanglong-huinan,1RFyY3lzzzRYNuLT0eyeZ,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,huguo-jingyuan,iLU8eKYHP-kmxLSkg7hkW,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,huguo-shoucheng,207kUvhLH1az0H6YA57NV,names:cjk,School=guiyang expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,huitang-zuxin,ZfmfYNCJD9rKOo9nvYUen,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,huoan-shiti,yRkGCQqk0wCVaL-wdDNzh,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,iyoku-choyu,AXXUnt4U9PGs1ZRtWZXLO,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,jean-pierre-genshu-faure,jean-pierre-genshu-faure,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,jiashan-shanhui,WTI-TCqjlDuEtaweyATXJ,names:cjk,School=qingyuan-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,jingqing-daofu,iGOnJ8m8mWWgedkNyVb-4,names:cjk,School=nanyue-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,jingzhao-mihu,93pix4g_RyHondNvLDSs3,names:cjk,School=caodong expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,jingzhong-shenhui,1aRVSJptwURPY9AZHpDGM,names:cjk,School=early-chan expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,jinhua-juzhi,-lkE_Q1eKm1hALEp12sD8,names:cjk,School=yunmen expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,jissan-mokuin,dlVd-Ybh6rrPiQiGWAOye,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,jiufeng-daoqian,VC9R6db1spX9eNyW77zXV,names:cjk,School=qingyuan-line expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,jiufeng-qin,CTYad12WWJR8tMk_IHb0v,names:cjk,School=guiyang expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,jiyu-kennett,CV42oRvR8Nv9kl0UIIr6V,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,jochu-tengin,ow7ZzgMZpGDPrcBPQBguW,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,joten-soko-miura,mz038BnitrAQrr4jKUmLx,names:cjk,School=rinzai expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,juefan-huihong,-ODyZKNOSwVAyBA7yRVjn,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,kaifu-daoning,DPaqdrB7_tincwkl9PEQ1,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,kankai-tokuon,uxbaQKIsmojebxkYWH8Q5,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,keido-chisan,DYsioznzNhmyRundt6JLP,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,ken-an-junsa,5O77V4ooLpwNb_gAixQIC,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,kono-bukai,OsfXUptacRn3A1TZOzuNt,names:cjk,School=rinzai expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,kosen-baido,gMNmVtQLGTs4qgFvpNazT,names:cjk,School=soto expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,kumu-daocheng,ErnBMjdG2GndqNBDNPQpP,names:cjk,School=caodong expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,langye-huijue,1hXjfik6NhiACunrULRzu,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,liangshan-yuanguan,1L1RalHVjkUCvzsl46eE-,names:cjk,School=caodong expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,lianhua-fengxiang,p4aJBzmNaNhr-KEdOwopR,names:cjk,School=yunmen expects a name in [cjk] but no name contains characters in those ranges.
INFO,native-script-missing,other,master,licun,9TJpkFTJmSLKV_NWQYUuC,names:cjk,School=linji expects a name in [cjk] but no name contains characters in those ranges.
